,Path,Length,Shruti,Stroke
3573,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227562__akshaylaya__thi-csh-318.wav,3887.0,C#,thi
3574,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227563__akshaylaya__thi-csh-319.wav,8193.0,C#,thi
3575,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227564__akshaylaya__thi-csh-320.wav,7169.0,C#,thi
3576,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227565__akshaylaya__thi-csh-321.wav,7937.0,C#,thi
3577,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227566__akshaylaya__thi-csh-322.wav,8449.0,C#,thi
3578,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227567__akshaylaya__thi-csh-323.wav,6604.0,C#,thi
3579,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227568__akshaylaya__thi-csh-324.wav,7681.0,C#,thi
3580,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227569__akshaylaya__thi-csh-325.wav,8193.0,C#,thi
3581,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227570__akshaylaya__thi-csh-326.wav,3841.0,C#,thi
3582,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227571__akshaylaya__thi-csh-327.wav,4097.0,C#,thi
3583,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227572__akshaylaya__thi-csh-328.wav,3841.0,C#,thi
3584,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227573__akshaylaya__thi-csh-329.wav,3841.0,C#,thi
3585,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227574__akshaylaya__thi-csh-330.wav,3841.0,C#,thi
3586,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227575__akshaylaya__thi-csh-331.wav,8193.0,C#,thi
3587,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227576__akshaylaya__thi-csh-332.wav,7937.0,C#,thi
3588,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227577__akshaylaya__thi-csh-333.wav,4353.0,C#,thi
3589,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227578__akshaylaya__thi-csh-334.wav,4353.0,C#,thi
3590,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227579__akshaylaya__thi-csh-335.wav,3841.0,C#,thi
3591,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227580__akshaylaya__thi-csh-336.wav,3841.0,C#,thi
3592,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227581__akshaylaya__thi-csh-337.wav,4097.0,C#,thi
3593,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227582__akshaylaya__thi-csh-338.wav,4609.0,C#,thi
3594,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227583__akshaylaya__thi-csh-339.wav,4097.0,C#,thi
3595,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227584__akshaylaya__thi-csh-340.wav,3841.0,C#,thi
3596,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227585__akshaylaya__thi-csh-341.wav,4609.0,C#,thi
3597,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227586__akshaylaya__thi-csh-342.wav,3841.0,C#,thi
3598,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227587__akshaylaya__thi-csh-343.wav,3585.0,C#,thi
3599,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227588__akshaylaya__thi-csh-344.wav,8961.0,C#,thi
3600,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227589__akshaylaya__thi-csh-345.wav,9473.0,C#,thi
3601,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227590__akshaylaya__thi-csh-346.wav,9985.0,C#,thi
3602,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227591__akshaylaya__thi-csh-347.wav,7901.0,C#,thi
3603,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227592__akshaylaya__thi-csh-348.wav,3571.0,C#,thi
3604,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227593__akshaylaya__thi-csh-349.wav,8961.0,C#,thi
3605,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227594__akshaylaya__thi-csh-350.wav,8705.0,C#,thi
3606,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227595__akshaylaya__thi-csh-351.wav,13569.0,C#,thi
3607,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227596__akshaylaya__thi-csh-352.wav,9217.0,C#,thi
3608,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227597__akshaylaya__thi-csh-353.wav,8449.0,C#,thi
3609,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227598__akshaylaya__thi-csh-354.wav,8449.0,C#,thi
3610,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227599__akshaylaya__thi-csh-355.wav,8705.0,C#,thi
3611,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227600__akshaylaya__thi-csh-356.wav,9473.0,C#,thi
3612,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227601__akshaylaya__thi-csh-357.wav,8449.0,C#,thi
3613,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227602__akshaylaya__thi-csh-358.wav,8705.0,C#,thi
3614,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227603__akshaylaya__thi-csh-359.wav,4097.0,C#,thi
3615,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227604__akshaylaya__thi-csh-360.wav,8961.0,C#,thi
3616,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227605__akshaylaya__thi-csh-361.wav,6135.0,C#,thi
3617,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227606__akshaylaya__thi-csh-362.wav,9217.0,C#,thi
3618,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227607__akshaylaya__thi-csh-363.wav,9217.0,C#,thi
3619,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227609__akshaylaya__thi-csh-364.wav,9729.0,C#,thi
3620,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227610__akshaylaya__thi-csh-365.wav,7370.0,C#,thi
3621,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227611__akshaylaya__thi-csh-366.wav,8705.0,C#,thi
3622,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227612__akshaylaya__thi-csh-367.wav,8961.0,C#,thi
3623,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227613__akshaylaya__thi-csh-368.wav,9985.0,C#,thi
3624,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227614__akshaylaya__thi-csh-369.wav,6574.0,C#,thi
3625,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227615__akshaylaya__thom-csh-001.wav,8193.0,C#,thom
3626,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227616__akshaylaya__thom-csh-002.wav,9729.0,C#,thom
3627,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227617__akshaylaya__thom-csh-003.wav,5121.0,C#,thom
3628,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227618__akshaylaya__thom-csh-004.wav,8449.0,C#,thom
3629,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227619__akshaylaya__thom-csh-005.wav,8449.0,C#,thom
3630,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227620__akshaylaya__thom-csh-006.wav,8961.0,C#,thom
3631,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227621__akshaylaya__thom-csh-007.wav,8961.0,C#,thom
3632,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227622__akshaylaya__thom-csh-008.wav,8193.0,C#,thom
3633,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227623__akshaylaya__thom-csh-009.wav,8961.0,C#,thom
3634,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227624__akshaylaya__thom-csh-010.wav,9217.0,C#,thom
3635,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227625__akshaylaya__thom-csh-011.wav,8193.0,C#,thom
3636,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227626__akshaylaya__thom-csh-012.wav,7937.0,C#,thom
3637,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227627__akshaylaya__thom-csh-013.wav,9217.0,C#,thom
3638,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227628__akshaylaya__thom-csh-014.wav,8449.0,C#,thom
3639,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227629__akshaylaya__thom-csh-015.wav,8705.0,C#,thom
3640,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227630__akshaylaya__thom-csh-016.wav,8961.0,C#,thom
3641,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227631__akshaylaya__thom-csh-017.wav,8449.0,C#,thom
3642,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227632__akshaylaya__thom-csh-018.wav,8961.0,C#,thom
3643,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227633__akshaylaya__thom-csh-019.wav,8193.0,C#,thom
3644,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227634__akshaylaya__thom-csh-020.wav,7681.0,C#,thom
3645,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227635__akshaylaya__thom-csh-021.wav,7681.0,C#,thom
3646,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227636__akshaylaya__thom-csh-022.wav,7169.0,C#,thom
3647,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227637__akshaylaya__thom-csh-023.wav,8193.0,C#,thom
3648,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227638__akshaylaya__thom-csh-024.wav,7425.0,C#,thom
3649,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227639__akshaylaya__thom-csh-025.wav,8449.0,C#,thom
3650,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227640__akshaylaya__thom-csh-026.wav,8449.0,C#,thom
3651,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227641__akshaylaya__thom-csh-027.wav,7425.0,C#,thom
3652,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227642__akshaylaya__thom-csh-028.wav,8193.0,C#,thom
3653,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227643__akshaylaya__thom-csh-029.wav,8449.0,C#,thom
3654,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227644__akshaylaya__thom-csh-030.wav,8193.0,C#,thom
3655,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227645__akshaylaya__thom-csh-031.wav,8193.0,C#,thom
3656,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227646__akshaylaya__thom-csh-032.wav,8193.0,C#,thom
3657,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227647__akshaylaya__thom-csh-033.wav,7425.0,C#,thom
3658,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227648__akshaylaya__thom-csh-034.wav,7681.0,C#,thom
3659,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227649__akshaylaya__thom-csh-035.wav,8193.0,C#,thom
3660,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227650__akshaylaya__thom-csh-036.wav,14325.0,C#,thom
3661,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227651__akshaylaya__thom-csh-037.wav,7937.0,C#,thom
3662,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227652__akshaylaya__thom-csh-038.wav,8193.0,C#,thom
3663,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227653__akshaylaya__thom-csh-039.wav,7169.0,C#,thom
3664,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227654__akshaylaya__thom-csh-040.wav,7425.0,C#,thom
3665,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227655__akshaylaya__thom-csh-041.wav,7681.0,C#,thom
3666,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227656__akshaylaya__thom-csh-042.wav,8193.0,C#,thom
3667,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227657__akshaylaya__thom-csh-043.wav,7937.0,C#,thom
3668,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227658__akshaylaya__thom-csh-044.wav,7681.0,C#,thom
3669,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227659__akshaylaya__thom-csh-045.wav,7937.0,C#,thom
3670,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227660__akshaylaya__thom-csh-046.wav,8193.0,C#,thom
3671,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227661__akshaylaya__thom-csh-047.wav,8193.0,C#,thom
3672,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227662__akshaylaya__thom-csh-048.wav,12755.0,C#,thom
3673,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227663__akshaylaya__thom-csh-049.wav,4609.0,C#,thom
3674,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227664__akshaylaya__thom-csh-050.wav,4097.0,C#,thom
3675,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227665__akshaylaya__thom-csh-051.wav,4097.0,C#,thom
3676,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227666__akshaylaya__thom-csh-052.wav,3841.0,C#,thom
3677,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227667__akshaylaya__thom-csh-053.wav,3585.0,C#,thom
3678,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227668__akshaylaya__thom-csh-054.wav,3841.0,C#,thom
3679,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227669__akshaylaya__thom-csh-055.wav,3585.0,C#,thom
3680,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227670__akshaylaya__thom-csh-056.wav,7236.0,C#,thom
3681,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227671__akshaylaya__thom-csh-057.wav,4097.0,C#,thom
3682,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227672__akshaylaya__thom-csh-058 (1).wav,8705.0,C#,thom
3683,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227672__akshaylaya__thom-csh-058 (2).wav,8705.0,C#,thom
3684,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227672__akshaylaya__thom-csh-058 (3).wav,8705.0,C#,thom
3685,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227672__akshaylaya__thom-csh-058 (4).wav,8705.0,C#,thom
3686,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227672__akshaylaya__thom-csh-058.wav,8705.0,C#,thom
3687,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227673__akshaylaya__thom-csh-059.wav,7937.0,C#,thom
3688,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227674__akshaylaya__thom-csh-060.wav,3841.0,C#,thom
3689,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227675__akshaylaya__thom-csh-061.wav,8449.0,C#,thom
3690,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227676__akshaylaya__thom-csh-062.wav,7937.0,C#,thom
3691,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227677__akshaylaya__thom-csh-063.wav,7681.0,C#,thom
3692,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227678__akshaylaya__thom-csh-064.wav,8705.0,C#,thom
3693,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227679__akshaylaya__thom-csh-065.wav,8449.0,C#,thom
3694,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227680__akshaylaya__thom-csh-066.wav,7937.0,C#,thom
3695,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227681__akshaylaya__thom-csh-067.wav,8449.0,C#,thom
3696,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227682__akshaylaya__thom-csh-068.wav,7681.0,C#,thom
3697,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227683__akshaylaya__thom-csh-069.wav,7937.0,C#,thom
3698,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227684__akshaylaya__thom-csh-070.wav,7425.0,C#,thom
3699,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227685__akshaylaya__thom-csh-071.wav,8004.0,C#,thom
3700,/content/gdrive/My Drive/mridangam_stroke_1.0/C#/227686__akshaylaya__thom-csh-072.wav,9217.0,C#,thom
3701,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227687__akshaylaya__cha-d-001.wav,5121.0,D,cha
3702,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227688__akshaylaya__cha-d-002.wav,7681.0,D,cha
3703,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227689__akshaylaya__cha-d-003.wav,14081.0,D,cha
3704,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227690__akshaylaya__cha-d-004.wav,7169.0,D,cha
3705,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227691__akshaylaya__cha-d-005.wav,5633.0,D,cha
3706,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227692__akshaylaya__cha-d-006.wav,10753.0,D,cha
3707,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227693__akshaylaya__cha-d-007.wav,10241.0,D,cha
3708,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227694__akshaylaya__cha-d-008.wav,14081.0,D,cha
3709,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227695__akshaylaya__cha-d-009.wav,13569.0,D,cha
3710,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227696__akshaylaya__cha-d-010.wav,9985.0,D,cha
3711,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227697__akshaylaya__cha-d-011.wav,10241.0,D,cha
3712,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227698__akshaylaya__cha-d-012.wav,8193.0,D,cha
3713,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227699__akshaylaya__cha-d-013.wav,4865.0,D,cha
3714,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227700__akshaylaya__cha-d-014.wav,14849.0,D,cha
3715,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227701__akshaylaya__cha-d-015.wav,15617.0,D,cha
3716,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227702__akshaylaya__cha-d-016.wav,7937.0,D,cha
3717,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227703__akshaylaya__cha-d-017.wav,13825.0,D,cha
3718,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227704__akshaylaya__cha-d-018.wav,13569.0,D,cha
3719,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227705__akshaylaya__cha-d-019.wav,13825.0,D,cha
3720,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227706__akshaylaya__cha-d-020.wav,6913.0,D,cha
3721,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227707__akshaylaya__cha-d-021.wav,14337.0,D,cha
3722,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227708__akshaylaya__cha-d-022.wav,11009.0,D,cha
3723,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227709__akshaylaya__cha-d-023.wav,4865.0,D,cha
3724,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227710__akshaylaya__cha-d-024.wav,5377.0,D,cha
3725,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227711__akshaylaya__cha-d-025.wav,13569.0,D,cha
3726,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227712__akshaylaya__cha-d-026.wav,7169.0,D,cha
3727,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227713__akshaylaya__cha-d-027.wav,14849.0,D,cha
3728,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227714__akshaylaya__cha-d-028.wav,7937.0,D,cha
3729,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227715__akshaylaya__cha-d-029.wav,15617.0,D,cha
3730,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227716__akshaylaya__cha-d-030.wav,7937.0,D,cha
3731,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227717__akshaylaya__cha-d-031.wav,13825.0,D,cha
3732,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227718__akshaylaya__cha-d-032.wav,7681.0,D,cha
3733,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227719__akshaylaya__cha-d-033.wav,10753.0,D,cha
3734,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227720__akshaylaya__cha-d-034.wav,7681.0,D,cha
3735,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227721__akshaylaya__cha-d-035.wav,5377.0,D,cha
3736,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227722__akshaylaya__cha-d-036.wav,5121.0,D,cha
3737,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227723__akshaylaya__cha-d-037.wav,5121.0,D,cha
3738,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227724__akshaylaya__cha-d-038.wav,7425.0,D,cha
3739,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227725__akshaylaya__cha-d-039.wav,7425.0,D,cha
3740,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227726__akshaylaya__cha-d-040.wav,7169.0,D,cha
3741,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227727__akshaylaya__cha-d-041.wav,7169.0,D,cha
3742,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227728__akshaylaya__cha-d-042.wav,2817.0,D,cha
3743,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227729__akshaylaya__cha-d-043.wav,5633.0,D,cha
3744,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227730__akshaylaya__cha-d-044.wav,5121.0,D,cha
3745,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227731__akshaylaya__cha-d-045.wav,7425.0,D,cha
3746,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227732__akshaylaya__cha-d-046.wav,7425.0,D,cha
3747,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227733__akshaylaya__cha-d-047.wav,7681.0,D,cha
3748,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227734__akshaylaya__cha-d-048.wav,15873.0,D,cha
3749,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227735__akshaylaya__cha-d-049.wav,15361.0,D,cha
3750,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227736__akshaylaya__cha-d-050.wav,5121.0,D,cha
3751,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227737__akshaylaya__cha-d-051.wav,7425.0,D,cha
3752,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227738__akshaylaya__cha-d-052.wav,5377.0,D,cha
3753,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227739__akshaylaya__cha-d-053.wav,7169.0,D,cha
3754,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227740__akshaylaya__cha-d-054.wav,7169.0,D,cha
3755,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227741__akshaylaya__cha-d-055.wav,7169.0,D,cha
3756,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227742__akshaylaya__cha-d-056.wav,5377.0,D,cha
3757,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227743__akshaylaya__cha-d-057.wav,6657.0,D,cha
3758,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227744__akshaylaya__cha-d-058.wav,6401.0,D,cha
3759,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227745__akshaylaya__cha-d-059.wav,6657.0,D,cha
3760,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227746__akshaylaya__cha-d-060.wav,6913.0,D,cha
3761,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227747__akshaylaya__cha-d-061.wav,6657.0,D,cha
3762,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227748__akshaylaya__cha-d-062.wav,5633.0,D,cha
3763,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227749__akshaylaya__cha-d-063.wav,7425.0,D,cha
3764,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227750__akshaylaya__cha-d-064.wav,7425.0,D,cha
3765,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227751__akshaylaya__cha-d-065.wav,7937.0,D,cha
3766,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227752__akshaylaya__cha-d-066.wav,7169.0,D,cha
3767,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227753__akshaylaya__cha-d-067.wav,7169.0,D,cha
3768,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227754__akshaylaya__dheem-d-001.wav,10497.0,D,dheem
3769,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227755__akshaylaya__dheem-d-002.wav,10241.0,D,dheem
3770,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227756__akshaylaya__dheem-d-003.wav,9985.0,D,dheem
3771,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227757__akshaylaya__dheem-d-004.wav,7913.0,D,dheem
3772,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227758__akshaylaya__dheem-d-005.wav,10241.0,D,dheem
3773,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227759__akshaylaya__dheem-d-006.wav,10497.0,D,dheem
3774,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227760__akshaylaya__dheem-d-007.wav,10241.0,D,dheem
3775,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227761__akshaylaya__dheem-d-008.wav,9985.0,D,dheem
3776,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227762__akshaylaya__dheem-d-009.wav,7968.0,D,dheem
3777,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227763__akshaylaya__dheem-d-010.wav,10497.0,D,dheem
3778,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227764__akshaylaya__dheem-d-011.wav,9473.0,D,dheem
3779,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227765__akshaylaya__dheem-d-012.wav,10241.0,D,dheem
3780,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227766__akshaylaya__dhin-d-001.wav,10753.0,D,dhin
3781,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227767__akshaylaya__dhin-d-002.wav,10241.0,D,dhin
3782,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227768__akshaylaya__dhin-d-003.wav,10241.0,D,dhin
3783,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227769__akshaylaya__dhin-d-004.wav,9985.0,D,dhin
3784,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227770__akshaylaya__dhin-d-005.wav,11265.0,D,dhin
3785,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227771__akshaylaya__dhin-d-006.wav,10241.0,D,dhin
3786,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227772__akshaylaya__dhin-d-007.wav,10753.0,D,dhin
3787,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227773__akshaylaya__dhin-d-008.wav,10753.0,D,dhin
3788,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227774__akshaylaya__dhin-d-009.wav,10241.0,D,dhin
3789,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227775__akshaylaya__dhin-d-010.wav,10241.0,D,dhin
3790,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227776__akshaylaya__dhin-d-011.wav,9031.0,D,dhin
3791,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227777__akshaylaya__dhin-d-012.wav,9985.0,D,dhin
3792,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227778__akshaylaya__num-d-001.wav,11009.0,D,num
3793,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227779__akshaylaya__num-d-002.wav,10753.0,D,num
3794,/content/gdrive/My Drive/mridangam_stroke_1.0/D/227780__akshaylaya__num-d-003.wav,9473.0,D,num
